,y,x1,x2
3055,5.4429,6.3792,7.8069
1735,-6.7911,4.0753,4.5448
1020,2.9083,2.8274,7.0145
3886,11.3871,7.8295,6.5589
3597,7.3677,7.3251,5.7142
3207,3.1912,6.6445,5.4297
3213,1.4946,6.6549,2.0839
3222,5.4799,6.6706,5.0824
215,6.9245,1.4224,5.3966
137,5.0409,1.2863,1.4015
2339,-6.5215,5.1295,2.5726
3431,5.039,7.0354,5.133
1324,0.8258,3.358,8.1559
3174,0.4105,6.5869,7.676
2115,-4.6843,4.7386,7.0197
1814,-7.7315,4.2132,4.187
3524,7.7182,7.1977,5.9725
2007,-5.5153,4.5501,4.1068
2808,-2.1917,5.9481,7.5869
61,8.0485,1.1537,6.4298
2757,-0.449,5.8591,1.1711
2499,-7.5732,5.4088,4.7595
3436,2.3343,7.0441,3.9427
2758,-1.0622,5.8608,1.2968
4396,3.1892,8.7197,4.8939
3123,4.4375,6.4979,7.3932
3118,-0.115,6.4891,1.9792
2331,-3.5955,5.1156,1.3387
873,4.0082,2.5709,5.2534
762,2.8454,2.3771,4.0369
1406,-5.942,3.5011,4.0561
2494,-3.6261,5.4,2.7349
1449,-6.5639,3.5762,3.5919
3144,2.6652,6.5345,6.8836
3566,7.3563,7.271,6.5223
2652,-5.0351,5.6758,7.9954
1757,-3.7514,4.1137,5.7264
3911,7.0105,7.8732,7.669
803,10.2137,2.4487,6.6706
921,4.3964,2.6546,7.6114
2730,-0.6619,5.8119,1.5813
833,3.8621,2.5011,1.6127
3239,3.863,6.7003,8.32
1943,-6.1575,4.4384,2.7646
3957,5.8292,7.9535,1.4102
1551,-2.4752,3.7542,7.4962
149,7.3769,1.3073,4.6775
940,3.897,2.6878,5.6008
4388,1.6057,8.7057,7.3985
3946,1.5735,7.9343,2.8013
3633,5.3387,7.388,5.6339
607,4.0681,2.1066,2.5464
4112,6.3879,8.224,3.8031
4214,6.9423,8.402,1.2531
2342,-6.2397,5.1348,5.1574
1198,2.999,3.1381,1.8989
1611,-6.0781,3.8589,3.7472
2947,3.2488,6.1907,6.3338
2451,-4.9958,5.325,3.536
1179,-2.3888,3.1049,1.7314
3781,6.339,7.6463,3.1713
3201,0.3371,6.634,4.7578
4255,6.4711,8.4736,7.6515
854,7.2653,2.5377,6.1226
3954,8.2366,7.9482,8.0285
1666,-2.698,3.9549,5.5885
1994,-7.9506,4.5274,3.3493
2120,-2.2992,4.7473,6.819
4199,6.5431,8.3758,6.7352
3863,6.0556,7.7894,7.2274
984,-0.0362,2.7646,2.7088
2301,-4.0321,5.0632,4.2062
418,1.687,1.7767,3.632
2768,-5.8612,5.8783,2.4522
2580,-3.6164,5.5501,2.0368
3462,4.4122,7.0895,8.2537
2559,-5.2121,5.5135,4.578
3703,10.0689,7.5102,4.8415
3428,4.1667,7.0302,5.4908
4049,0.7494,8.114,3.7507
1834,-2.5443,4.2481,1.4504
1032,3.0235,2.8484,7.1314
4329,0.3048,8.6027,7.847
4005,8.4211,8.0372,4.1958
3093,2.9683,6.4455,5.8416
1287,-1.2603,3.2934,6.9656
4311,1.2573,8.5713,4.9777
1386,-0.1502,3.4662,3.6896
4360,6.9049,8.6568,7.9779
2597,-0.1633,5.5798,6.4193
2275,-8.6317,5.0178,2.8536
2348,-11.5637,5.1452,3.468
3087,-2.5891,6.435,7.8034
3162,-1.6857,6.5659,2.1625
1753,-6.9761,4.1068,4.2115
1787,-4.935,4.1661,7.2204
313,8.8691,1.5935,6.2186
286,4.8665,1.5464,7.5451
2775,-4.2882,5.8905,1.6842
2273,-5.7996,5.0143,2.2201
771,2.9262,2.3928,2.522
1790,-5.215,4.1713,3.07
3663,7.8279,7.4403,8.0652
1495,-3.2795,3.6565,8.0617
2577,-2.8956,5.5449,6.1261
3533,4.5506,7.2134,2.6197
2303,-3.2317,5.0667,6.0947
3000,0.1649,6.2832,4.5029
2605,-5.0425,5.5938,2.4312
3948,6.1218,7.9378,8.0599
123,6.3848,1.2619,5.2063
229,7.4814,1.4469,4.9864
1737,-6.5718,4.0788,3.1974
1003,-1.0184,2.7978,4.0544
73,5.6025,1.1746,2.6686
3138,-0.9921,6.524,4.0614
1835,-8.3916,4.2499,7.2187
2930,0.5306,6.161,8.3462
1259,-0.4789,3.2446,7.9762
4024,3.829,8.0704,1.665
1132,0.378,3.0229,3.2585
284,8.4546,1.5429,5.6741
1591,-6.4175,3.824,8.1996
870,-1.5881,2.5656,3.0439
3833,8.9207,7.737,6.3687
3817,5.8997,7.7091,5.154
3284,-1.957,6.7789,2.4627
3298,-1.0057,6.8033,7.5957
1599,-5.5181,3.838,2.0019
1469,-2.2512,3.6111,4.8956
282,7.3498,1.5394,1.2025
3081,1.9456,6.4246,6.8504
725,4.1602,2.3126,8.6237
4178,0.5899,8.3392,2.4155
1914,-10.6136,4.3878,2.693
588,4.27,2.0735,4.0492
2015,-6.1804,4.564,5.4821
1976,-4.6629,4.496,1.7471
3682,4.4941,7.4735,1.7383
1210,-2.6027,3.159,8.6045
2394,-9.1458,5.2255,3.3737
1687,-3.7847,3.9916,6.5363
1414,-6.6123,3.5151,3.3877
3681,7.9662,7.4718,7.0005
3004,0.4379,6.2902,6.6672
466,4.9489,1.8605,4.4227
2343,-4.8528,5.1365,7.929
173,3.7159,1.3491,2.4557
2720,-0.7173,5.7945,1.3107
2203,-2.4776,4.8922,5.1243
130,6.7366,1.2741,6.8557
422,5.0834,1.7837,8.6429
3544,4.1327,7.2326,7.2309
3176,2.6596,6.5904,7.7685
4304,5.5564,8.5591,5.4542
3011,-2.1996,6.3024,7.2134
4313,6.9975,8.5748,7.1838
2949,-1.4137,6.1942,7.4037
692,4.9708,2.255,2.8903
2071,-2.405,4.6618,7.278
2880,-1.1816,6.0737,5.4716
3114,-2.8703,6.4822,3.3755
1606,-1.0655,3.8502,2.9269
3363,5.7915,6.9167,7.2117
2323,-2.3629,5.1016,6.2134
1534,1.3713,3.7245,6.8365
2909,-0.6351,6.1244,6.8295
3860,10.6668,7.7842,5.88
1622,-5.2504,3.8781,8.6778
3100,1.0327,6.4577,1.7488
1877,-4.3304,4.3232,2.0298
985,3.0566,2.7663,4.3441
4109,6.3031,8.2188,4.3022
4117,6.0097,8.2327,6.7754
4353,1.4945,8.6446,4.5553
1094,0.2459,2.9566,6.3949
1329,0.6679,3.3667,4.571
3267,4.3469,6.7492,7.5014
3321,0.3998,6.8434,1.8605
1171,4.2444,3.091,5.6357
2127,-6.1016,4.7595,6.243
2229,-7.7154,4.9375,3.262
362,9.2516,1.679,1.576
408,0.8202,1.7593,4.0806
3065,2.3325,6.3966,1.5324
907,6.2044,2.6302,6.8731
4033,9.5477,8.0861,6.086
1352,-7.2981,3.4069,4.0666
2872,5.603,6.0598,1.7191
3994,6.0455,8.018,5.435
1411,-3.9208,3.5099,7.936
3258,4.2496,6.7335,5.777
3650,4.9373,7.4176,2.0822
1239,-3.1768,3.2097,1.3003
2086,-4.4219,4.688,7.0511
1563,0.1568,3.7751,7.2937
3876,4.7107,7.8121,7.8906
2762,-2.5862,5.8678,6.4088
3499,1.3452,7.1541,7.9029
1462,0.4053,3.5989,6.7632
3950,3.6291,7.9412,2.4539
1777,-3.3204,4.1486,2.7733
4229,6.8457,8.4282,4.3581
2867,-3.7295,6.0511,2.1537
801,3.3457,2.4452,5.4978
866,5.5106,2.5587,7.2292
1631,-3.4739,3.8938,6.2483
499,6.6016,1.9181,1.0647
1595,-5.9333,3.831,2.1572
70,5.8728,1.1694,7.7807
3261,3.0872,6.7387,4.9218
2742,-2.2419,5.8329,7.5643
2939,3.8255,6.1767,7.1122
2996,-0.7648,6.2762,2.2724
3628,4.3715,7.3793,7.1576
3071,-2.1244,6.4071,2.351
416,8.0022,1.7733,7.2658
555,9.391,2.0159,1.5638
2005,-5.4381,4.5466,2.5552
323,8.5997,1.6109,1.4992
3341,6.7382,6.8783,5.9254
717,6.5326,2.2986,7.2902
2106,-7.5892,4.7229,3.2969
1053,0.2076,2.885,3.9462
2700,-3.0169,5.7596,5.7125
998,-2.566,2.789,2.892
2237,-8.6596,4.9515,4.0212
3620,1.4026,7.3653,3.3004
3228,6.3635,6.6811,8.1228
683,3.7118,2.2393,7.744
1908,-6.1025,4.3773,3.1259
1054,0.2752,2.8868,5.3302
1575,-4.7566,3.7961,4.222
3019,-1.2518,6.3163,2.6075
3535,5.2552,7.2169,7.2955
1000,-1.6525,2.7925,3.2655
1902,-4.2952,4.3668,1.494
1468,-3.4987,3.6093,2.0508
2960,2.9093,6.2134,5.4
3421,4.4898,7.018,6.6462
1912,-7.8564,4.3843,7.6253
332,3.1414,1.6266,2.4208
4286,4.6143,8.5277,4.4052
2030,-2.841,4.5902,6.8225
4130,3.005,8.2554,3.9898
3866,7.1146,7.7946,3.5814
1688,-6.1855,3.9933,2.7855
467,3.5925,1.8623,3.8973
2535,-5.6984,5.4716,3.1573
2614,-8.0001,5.6095,3.1398
3662,4.8665,7.4386,1.2305
2933,3.4924,6.1662,7.0825
1478,0.4462,3.6268,6.5851
3549,3.9308,7.2414,6.6514
1251,0.4014,3.2306,1.1554
2713,0.2343,5.7823,7.2553
4029,9.7889,8.0791,5.3809
0,2.1551,1.0472,2.5325
120,4.7402,1.2566,7.6725
4263,4.2289,8.4875,2.7297
3473,4.3846,7.1087,1.6109
349,6.3979,1.6563,3.4331
104,5.1242,1.2287,4.1591
3654,2.942,7.4246,3.1032
1256,-1.4094,3.2393,3.7874
1586,-7.7705,3.8153,4.4872
3968,8.369,7.9727,1.6406
2251,-5.0267,4.9759,1.2915
1697,-2.9029,4.009,2.8623
3965,5.7814,7.9674,4.8206
2265,-4.908,5.0004,2.8885
3811,7.4927,7.6986,4.6984
2905,2.5321,6.1174,5.3721
2332,-2.6221,5.1173,6.4979
2411,-6.5381,5.2552,1.768
4089,4.0232,8.1838,4.749
2200,-7.168,4.8869,7.0302
1440,-3.5502,3.5605,7.8226
3148,-0.0834,6.5415,4.5082
4217,2.325,8.4073,2.3353
726,6.5168,2.3143,6.4071
3574,4.9577,7.285,4.3965
3246,-0.2531,6.7125,5.0772
2672,-6.4945,5.7107,2.6878
1273,-5.5817,3.269,1.3177
4065,4.0949,8.142,8.0023
1116,-1.5124,2.995,8.3479
611,3.6408,2.1136,1.4835
2234,-5.9186,4.9463,1.3038
1970,-7.363,4.4855,8.5888
1705,-6.1229,4.023,2.4749
2033,-8.3628,4.5955,4.1504
2894,2.1132,6.0982,5.9132
2886,-5.8457,6.0842,3.92
2130,-6.7077,4.7647,1.8239
465,7.7269,1.8588,2.2148
2893,0.7965,6.0964,1.1903
3153,2.3827,6.5502,5.3983
1683,-7.2326,3.9846,3.9671
2495,-0.9469,5.4018,6.1907
543,3.8027,1.9949,1.1746
2313,-6.5775,5.0841,2.3859
709,2.2805,2.2846,4.0527
86,6.709,1.1973,1.3771
322,3.7161,1.6092,1.4032
4294,6.3122,8.5416,5.784
3400,3.0558,6.9813,2.9653
1494,-1.7015,3.6547,6.5555
2028,-6.0559,4.5867,2.9461
3039,-1.0059,6.3513,5.0353
421,6.9623,1.782,3.735
1601,-4.7701,3.8415,4.9131
3862,8.5896,7.7877,4.7508
1832,-8.764,4.2446,7.5363
1696,-2.5313,4.0073,4.5326
3632,7.1353,7.3862,5.0876
1954,-8.3444,4.4576,3.3475
2908,-4.2047,6.1226,3.5936
4082,2.9491,8.1716,2.6704
2438,-6.9836,5.3023,1.8186
117,4.4075,1.2514,3.3598
3853,6.2577,7.772,8.594
4161,2.625,8.3095,3.5168
3704,4.2234,7.5119,2.8658
316,3.0402,1.5987,2.9287
340,0.9862,1.6406,2.7995
4342,1.7232,8.6254,3.8188
3479,1.5922,7.1192,2.7873
4156,7.3116,8.3008,3.6844
2941,-2.8123,6.1802,2.07
3631,3.9175,7.3845,8.1437
665,1.4756,2.2078,2.6512
2675,-1.6479,5.716,4.9672
1186,0.9751,3.1172,3.824
2670,-1.0229,5.7072,1.4294
3579,6.0591,7.2937,6.5764
4143,8.9599,8.2781,4.8503
636,3.6402,2.1572,7.1384
192,-0.54,1.3823,8.5818
3714,5.9989,7.5294,2.7978
3658,3.5721,7.4316,3.9287
1396,-6.2802,3.4837,8.1001
4004,4.1199,8.0355,4.7159
3376,5.9557,6.9394,1.5219
1567,-5.7513,3.7821,2.3318
691,5.4331,2.2532,6.4176
1915,-4.7185,4.3895,7.1035
932,6.7789,2.6738,5.5763
33,7.5089,1.1048,1.2689
2165,-6.9607,4.8258,7.0092
1813,-7.329,4.2115,5.0527
87,1.5508,1.199,4.4628
4046,3.255,8.1088,2.3684
2139,-6.3655,4.7805,7.1925
1675,-8.2599,3.9706,2.789
649,1.4319,2.1799,4.4209
1623,-1.99,3.8799,4.7857
828,5.2173,2.4923,8.1053
1159,1.6199,3.07,8.6848
1887,-6.0377,4.3406,4.8799
295,5.064,1.5621,4.7665
1818,-2.5226,4.2202,7.4665
2195,-6.8298,4.8782,1.6319
231,3.1202,1.4504,3.55
1923,-9.603,4.4035,2.447
2968,-1.8273,6.2273,5.0789
2806,-1.7042,5.9446,1.7296
1726,-7.1921,4.0596,3.187
1789,-5.9218,4.1696,1.9234
3365,3.7769,6.9202,1.679
3458,2.8204,7.0825,3.2934
2834,-0.4953,5.9935,6.0039
3522,2.5941,7.1942,8.69
327,5.8017,1.6179,4.0439
3605,4.592,7.3391,4.4593
2970,-0.1465,6.2308,1.1065
547,6.1213,2.0019,7.3635
4197,4.1258,8.3723,1.2741
2505,-6.0606,5.4192,4.1277
4259,6.5202,8.4806,1.7087
402,3.0467,1.7488,3.0526
1296,-2.1798,3.3091,3.6722
1304,-3.9683,3.3231,1.4347
4000,5.4112,8.0285,7.2396
3441,5.4883,7.0529,5.969
3150,-1.7971,6.545,3.1329
27,4.7572,1.0943,8.3339
1643,-4.3165,3.9148,7.6585
3865,6.6728,7.7929,7.9936
604,7.5976,2.1014,4.2883
3238,7.7994,6.6986,6.8906
4224,5.4729,8.4195,8.1123
1056,-2.6069,2.8903,3.9095
3834,2.5803,7.7388,2.6721
253,7.4285,1.4888,7.552
1749,-3.8857,4.0998,8.4055
501,3.4381,1.9216,8.0512
2252,-9.5856,4.9777,2.9967
443,5.8172,1.8204,1.3439
3989,4.4045,8.0093,4.9271
1625,-1.0817,3.8834,4.8782
4268,4.0851,8.4963,1.138
2919,-1.8428,6.1418,8.5015
4095,0.703,8.1943,1.8466
1091,-1.2277,2.9514,3.0753
2815,0.0858,5.9603,1.6266
1353,2.892,3.4086,5.0807
384,6.9177,1.7174,8.2519
4054,5.6038,8.1228,5.0632
1678,-6.381,3.9759,3.2515
698,3.0562,2.2654,3.7612
2104,-5.1705,4.7194,6.7858
220,8.5548,1.4312,6.257
1740,1.254,4.0841,5.3791
2532,-4.9271,5.4664,3.3807
2591,-4.2704,5.5693,1.4242
1472,-3.9522,3.6163,6.8993
1776,-5.1553,4.1469,7.7266
3167,0.6825,6.5747,3.1416
2904,-2.8452,6.1156,2.2619
1778,-0.2839,4.1504,4.7752
1142,3.1471,3.0404,5.8556
973,4.5716,2.7454,5.2936
3254,3.5334,6.7265,4.496
1291,-2.8313,3.3004,1.5917
2085,-2.239,4.6862,7.9447
2937,-1.7619,6.1732,2.8711
1448,-0.0519,3.5744,6.8888
2162,-3.7735,4.8206,2.4993
1841,-2.4769,4.2603,6.2238
532,7.3739,1.9757,4.6583
4039,5.5706,8.0966,5.3913
2213,-8.6299,4.9096,3.3842
3653,4.5338,7.4229,1.9879
1513,-3.0034,3.6879,3.4226
3858,7.4069,7.7807,7.4264
4258,5.1587,8.4788,6.4804
3048,-2.0037,6.367,1.2654
4349,3.6883,8.6376,1.9338
1154,0.9465,3.0613,1.4469
3225,-1.4917,6.6759,2.7629
484,7.9736,1.8919,2.6529
620,3.5387,2.1293,2.0595
3922,3.9291,7.8924,6.6148
1427,-1.7906,3.5378,5.7805
3199,2.751,6.6305,6.7806
4079,2.3437,8.1664,4.0143
969,1.9496,2.7384,8.0879
3414,0.8991,7.0058,3.4296
1899,-6.6086,4.3616,4.304
4174,6.0913,8.3322,3.838
4274,4.4559,8.5067,6.9045
3305,5.6019,6.8155,4.2237
817,6.0705,2.4731,5.1225
197,3.6178,1.391,2.2305
328,3.0946,1.6197,3.0892
4208,4.9764,8.3915,5.0841
3710,7.8616,7.5224,6.0912
196,6.5144,1.3893,3.9689
3667,8.8004,7.4473,5.8695
3484,1.3294,7.1279,3.6093
2349,-8.4571,5.147,2.604
1798,-6.9674,4.1853,2.9234
1692,-2.0304,4.0003,5.5205
3812,0.9423,7.7004,1.7366
3255,1.7309,6.7282,3.6966
1618,-2.7231,3.8711,5.0946
1311,1.0637,3.3353,6.6497
2424,-0.8803,5.2779,6.5537
517,4.008,1.9495,1.8431
3729,6.3234,7.5555,2.2794
821,3.8169,2.4801,3.9357
49,1.7088,1.1327,4.4488
2183,-8.0468,4.8573,2.9915
537,1.9715,1.9844,6.5677
934,3.4107,2.6773,5.8992
3397,3.9969,6.9761,2.0996
816,1.1898,2.4714,7.004
1146,1.649,3.0473,5.7177
1484,-2.2389,3.6373,8.1332
3204,4.2798,6.6392,7.8679
706,7.1376,2.2794,4.5483
2096,-5.9588,4.7054,3.6285
2360,-2.3834,5.1662,6.25
3743,6.9551,7.58,7.395
1139,-0.6049,3.0351,1.7942
617,4.7508,2.1241,7.1489
2170,-6.0992,4.8346,2.0857
3737,3.6304,7.5695,4.8346
4064,7.2267,8.1402,1.5184
1941,0.6906,4.4349,5.6426
